airport,airline,flight_count,avg_dep_delay,avg_arr_delay,cancellation_rate_pct,airport_avg_dep_delay,airport_total_flights,dep_delay_diff,rank_in_airport,anomaly_label
SAV,WN,679,8.73,3.44,1.03,12.16,4785,-3.43,4,NELLA_NORMA
SAV,DL,832,9.2,3.7,0.48,12.16,4785,-2.96,5,NELLA_NORMA
SAV,UA,336,9.31,3.74,2.08,12.16,4785,-2.85,6,NELLA_NORMA
SAV,MQ,229,9.41,3.86,1.31,12.16,4785,-2.75,7,NELLA_NORMA
SAV,G4,190,9.94,7.26,1.58,12.16,4785,-2.22,8,NELLA_NORMA
SAV,9E,459,11.15,3.04,4.14,12.16,4785,-1.01,9,NELLA_NORMA
SAV,OH,910,11.36,5.89,1.32,12.16,4785,-0.8,10,NELLA_NORMA
SAV,B6,250,13.3,9.45,2.4,12.16,4785,1.14,11,NELLA_NORMA
SAV,AA,476,32.74,26.9,1.89,12.16,4785,20.58,12,ANOMALO_PEGGIORE
SBA,AS,91,3.22,0.12,0.0,14.32,1876,-11.1,1,NELLA_NORMA
SBA,MQ,66,4.05,-1.03,3.03,14.32,1876,-10.27,2,NELLA_NORMA
SBA,WN,447,11.43,5.5,1.12,14.32,1876,-2.89,3,NELLA_NORMA
SBA,DL,177,14.13,7.4,1.69,14.32,1876,-0.19,4,NELLA_NORMA
SBA,OO,436,15.31,12.54,1.61,14.32,1876,0.99,5,NELLA_NORMA
SBA,UA,409,17.26,12.81,1.96,14.32,1876,2.94,6,NELLA_NORMA
SBA,AA,250,19.97,17.26,2.0,14.32,1876,5.65,7,NELLA_NORMA
SBN,9E,3,-5.0,-17.0,0.0,14.52,1671,-19.52,1,ANOMALO_MIGLIORE
SBN,UA,7,0.0,-8.0,0.0,14.52,1671,-14.52,2,NELLA_NORMA
SBN,G4,210,10.45,3.18,1.43,14.52,1671,-4.07,3,NELLA_NORMA
SBN,OO,1133,14.74,8.2,1.77,14.52,1671,0.22,4,NELLA_NORMA
SBN,YX,18,16.83,14.11,0.0,14.52,1671,2.31,5,NELLA_NORMA
SBN,OH,300,16.89,13.49,0.67,14.52,1671,2.37,6,NELLA_NORMA
SBP,AS,18,-1.89,-0.61,0.0,12.74,1286,-14.63,1,NELLA_NORMA
SBP,MQ,37,3.38,0.92,0.0,12.74,1286,-9.36,2,NELLA_NORMA
SBP,OO,964,9.93,7.7,1.35,12.74,1286,-2.81,3,NELLA_NORMA
SBP,UA,86,13.44,5.58,1.16,12.74,1286,0.7,4,NELLA_NORMA
SBP,AA,181,30.54,25.34,0.0,12.74,1286,17.8,5,ANOMALO_PEGGIORE
SCC,AS,159,-7.37,-9.12,2.52,-7.37,159,0.0,1,NELLA_NORMA
SCE,YX,1,-10.0,-33.0,0.0,18.25,171,-28.25,1,ANOMALO_MIGLIORE
SCE,OH,3,-9.5,-11.0,33.33,18.25,171,-27.75,2,ANOMALO_MIGLIORE
SCE,OO,167,18.77,11.72,2.99,18.25,171,0.52,3,NELLA_NORMA
SCK,G4,130,24.7,24.74,0.77,24.7,130,0.0,1,NELLA_NORMA
SDF,YX,1545,1.02,-3.26,1.23,9.41,6030,-8.39,1,NELLA_NORMA
SDF,DL,629,3.41,-2.89,0.64,9.41,6030,-6.0,2,NELLA_NORMA
SDF,WN,1270,7.73,0.75,0.71,9.41,6030,-1.68,3,NELLA_NORMA
SDF,9E,37,8.06,2.03,2.7,9.41,6030,-1.35,4,NELLA_NORMA
SDF,OH,420,9.43,5.82,0.95,9.41,6030,0.02,5,NELLA_NORMA
SDF,UA,205,9.49,2.94,0.98,9.41,6030,0.08,6,NELLA_NORMA
SDF,OO,478,10.21,4.49,0.84,9.41,6030,0.8,7,NELLA_NORMA
SDF,MQ,391,13.03,8.52,1.02,9.41,6030,3.62,8,NELLA_NORMA
SDF,NK,224,20.81,12.61,1.79,9.41,6030,11.4,9,NELLA_NORMA
SDF,AA,628,24.47,22.23,0.48,9.41,6030,15.06,10,ANOMALO_PEGGIORE
SDF,G4,203,35.15,31.98,3.94,9.41,6030,25.74,11,ANOMALO_PEGGIORE
SEA,OO,6679,7.03,4.21,0.31,9.68,40992,-2.65,1,NELLA_NORMA
SEA,DL,7992,7.92,1.07,0.58,9.68,40992,-1.76,2,NELLA_NORMA
SEA,AS,19506,9.2,6.03,1.53,9.68,40992,-0.48,3,NELLA_NORMA
SEA,UA,2195,12.05,6.44,1.87,9.68,40992,2.37,4,NELLA_NORMA
SEA,MQ,150,12.85,2.68,0.0,9.68,40992,3.17,5,NELLA_NORMA
SEA,WN,2078,14.44,7.26,0.14,9.68,40992,4.76,6,NELLA_NORMA
SEA,NK,262,18.7,9.98,1.15,9.68,40992,9.02,7,NELLA_NORMA
SEA,AA,1385,19.54,9.78,1.01,9.68,40992,9.86,8,NELLA_NORMA
SEA,F9,363,20.52,17.1,1.38,9.68,40992,10.84,9,NELLA_NORMA
SEA,B6,193,24.08,16.85,0.52,9.68,40992,14.4,10,NELLA_NORMA
SEA,HA,189,25.94,22.73,2.12,9.68,40992,16.26,11,ANOMALO_PEGGIORE
SFB,G4,2413,12.64,10.04,2.03,12.64,2413,0.0,1,NELLA_NORMA
SFO,HA,193,2.34,0.98,4.15,14.32,33830,-11.98,1,NELLA_NORMA
SFO,MQ,11,10.36,3.09,0.0,14.32,33830,-3.96,2,NELLA_NORMA
SFO,AS,2778,10.98,8.04,2.84,14.32,33830,-3.34,3,NELLA_NORMA
SFO,UA,12736,11.83,2.69,1.46,14.32,33830,-2.49,4,NELLA_NORMA
SFO,B6,1130,12.1,4.26,0.62,14.32,33830,-2.22,5,NELLA_NORMA
SFO,OO,8120,13.08,8.14,1.39,14.32,33830,-1.24,6,NELLA_NORMA
SFO,DL,3157,15.58,5.64,0.79,14.32,33830,1.26,7,NELLA_NORMA
SFO,AA,2615,19.93,12.71,0.76,14.32,33830,5.61,8,NELLA_NORMA
SFO,WN,1898,22.67,16.53,0.58,14.32,33830,8.35,9,NELLA_NORMA
SFO,F9,1192,31.89,29.49,1.34,14.32,33830,17.57,10,ANOMALO_PEGGIORE
SGF,9E,167,7.84,1.6,0.6,17.76,2389,-9.92,1,NELLA_NORMA
SGF,G4,231,12.38,7.59,1.3,17.76,2389,-5.38,2,NELLA_NORMA
SGF,MQ,983,14.47,11.71,1.53,17.76,2389,-3.29,3,NELLA_NORMA
SGF,OO,645,21.0,15.69,0.78,17.76,2389,3.24,4,NELLA_NORMA
SGF,DL,100,21.2,11.24,0.0,17.76,2389,3.44,5,NELLA_NORMA
SGF,OH,263,31.71,31.42,1.14,17.76,2389,13.95,6,NELLA_NORMA
SGU,OO,769,5.84,0.61,0.39,5.84,769,0.0,1,NELLA_NORMA
SHR,OO,169,-5.51,-4.68,1.18,-5.51,169,0.0,1,NELLA_NORMA
SHV,9E,288,8.14,1.28,0.69,10.33,1104,-2.19,1,NELLA_NORMA
SHV,MQ,222,8.79,4.37,1.8,10.33,1104,-1.54,2,NELLA_NORMA
SHV,OO,145,9.47,3.26,0.69,10.33,1104,-0.86,3,NELLA_NORMA
SHV,OH,416,11.51,8.73,1.2,10.33,1104,1.18,4,NELLA_NORMA
SHV,G4,33,28.76,24.36,0.0,10.33,1104,18.43,5,ANOMALO_PEGGIORE
SIT,AS,327,-0.02,-0.16,1.53,2.67,348,-2.69,1,NELLA_NORMA
SIT,OO,21,45.95,45.55,4.76,2.67,348,43.28,2,ANOMALO_PEGGIORE
SJC,HA,166,0.72,-3.7,0.6,6.41,12712,-5.69,1,NELLA_NORMA
SJC,MQ,92,2.82,-4.91,0.0,6.41,12712,-3.59,2,NELLA_NORMA
SJC,AS,718,3.19,-0.98,1.53,6.41,12712,-3.22,3,NELLA_NORMA
SJC,F9,164,3.53,5.38,0.61,6.41,12712,-2.88,4,NELLA_NORMA
SJC,OO,2184,3.75,0.84,0.23,6.41,12712,-2.66,5,NELLA_NORMA
SJC,UA,559,6.19,-2.15,0.89,6.41,12712,-0.22,6,NELLA_NORMA
SJC,WN,7162,7.07,0.91,0.57,6.41,12712,0.66,7,NELLA_NORMA
SJC,DL,570,7.75,-1.65,0.7,6.41,12712,1.34,8,NELLA_NORMA
SJC,NK,682,9.37,6.52,1.03,6.41,12712,2.96,9,NELLA_NORMA
SJC,AA,379,11.74,5.79,1.32,6.41,12712,5.33,10,NELLA_NORMA
SJC,B6,36,18.56,5.89,0.0,6.41,12712,12.15,11,NELLA_NORMA
SJT,MQ,191,17.53,16.7,2.62,17.91,287,-0.38,1,NELLA_NORMA
SJT,OO,96,18.65,17.59,1.04,17.91,287,0.74,2,NELLA_NORMA
SJU,MQ,5,4.6,2.4,0.0,16.45,8853,-11.85,1,NELLA_NORMA
SJU,DL,899,7.7,4.25,0.11,16.45,8853,-8.75,2,NELLA_NORMA
SJU,UA,779,8.6,4.86,1.28,16.45,8853,-7.85,3,NELLA_NORMA
SJU,WN,984,10.66,8.45,0.91,16.45,8853,-5.79,4,NELLA_NORMA
SJU,NK,1186,14.19,8.67,2.02,16.45,8853,-2.26,5,NELLA_NORMA
SJU,AA,988,18.1,17.0,0.51,16.45,8853,1.65,6,NELLA_NORMA
SJU,F9,1534,21.02,20.02,2.02,16.45,8853,4.57,7,NELLA_NORMA
SJU,B6,2478,22.07,13.92,1.13,16.45,8853,5.62,8,NELLA_NORMA
SLC,OO,7934,4.55,-0.08,0.32,9.32,28331,-4.77,1,NELLA_NORMA
SLC,MQ,42,5.71,-12.74,0.0,9.32,28331,-3.61,2,NELLA_NORMA
SLC,AS,306,7.39,5.66,2.94,9.32,28331,-1.93,3,NELLA_NORMA
SLC,DL,13486,9.73,4.04,0.64,9.32,28331,0.41,4,NELLA_NORMA
SLC,UA,997,11.89,6.28,1.5,9.32,28331,2.57,5,NELLA_NORMA
SLC,HA,40,12.13,4.2,0.0,9.32,28331,2.81,6,NELLA_NORMA
SLC,WN,3084,12.54,5.63,0.26,9.32,28331,3.22,7,NELLA_NORMA
SLC,F9,748,15.25,12.14,2.54,9.32,28331,5.93,8,NELLA_NORMA
SLC,NK,327,15.34,10.4,1.53,9.32,28331,6.02,9,NELLA_NORMA
SLC,AA,954,18.54,12.05,1.36,9.32,28331,9.22,10,NELLA_NORMA
SLC,B6,413,22.53,14.99,0.48,9.32,28331,13.21,11,NELLA_NORMA
SLN,OO,195,7.29,3.7,1.54,7.29,195,0.0,1,NELLA_NORMA
SMF,HA,238,4.04,1.41,0.42,9.31,13827,-5.27,1,NELLA_NORMA
SMF,AS,280,5.99,3.62,0.71,9.31,13827,-3.32,2,NELLA_NORMA
SMF,UA,996,6.22,-0.68,1.2,9.31,13827,-3.09,3,NELLA_NORMA
SMF,MQ,43,6.47,2.42,0.0,9.31,13827,-2.84,4,NELLA_NORMA
SMF,OO,2168,6.5,3.4,0.51,9.31,13827,-2.81,5,NELLA_NORMA
SMF,F9,205,7.78,9.4,1.46,9.31,13827,-1.53,6,NELLA_NORMA
SMF,DL,800,8.6,1.32,1.0,9.31,13827,-0.71,7,NELLA_NORMA
SMF,WN,7647,9.32,3.26,0.41,9.31,13827,0.01,8,NELLA_NORMA
SMF,NK,472,12.65,9.06,1.91,9.31,13827,3.34,9,NELLA_NORMA
SMF,AA,883,17.92,11.21,2.15,9.31,13827,8.61,10,NELLA_NORMA
SMF,B6,95,43.21,35.76,1.05,9.31,13827,33.9,11,ANOMALO_PEGGIORE
SMX,G4,20,36.9,37.05,0.0,36.9,20,0.0,1,NELLA_NORMA
SNA,AS,1047,2.21,0.44,1.81,10.68,10901,-8.47,1,NELLA_NORMA
SNA,UA,1533,8.03,1.81,0.78,10.68,10901,-2.65,2,NELLA_NORMA
SNA,WN,3544,8.35,0.46,0.45,10.68,10901,-2.33,3,NELLA_NORMA
SNA,NK,322,9.03,6.7,1.86,10.68,10901,-1.65,4,NELLA_NORMA
SNA,DL,1185,11.24,2.76,0.51,10.68,10901,0.56,5,NELLA_NORMA
SNA,OO,1016,11.78,12.39,0.79,10.68,10901,1.1,6,NELLA_NORMA
SNA,F9,299,15.34,12.92,2.01,10.68,10901,4.66,7,NELLA_NORMA
SNA,AA,1680,18.85,11.07,1.85,10.68,10901,8.17,8,NELLA_NORMA
SNA,G4,275,28.89,25.86,2.18,10.68,10901,18.21,9,ANOMALO_PEGGIORE
SPI,G4,22,7.67,2.29,4.55,7.67,22,0.0,1,NELLA_NORMA
SPN,UA,101,-5.16,-8.39,0.99,-5.16,101,0.0,1,NELLA_NORMA
SPS,MQ,20,10.53,2.63,5.0,13.94,178,-3.41,1,NELLA_NORMA
SPS,OO,158,14.36,10.68,1.9,13.94,178,0.42,2,NELLA_NORMA
SRQ,MQ,4,7.75,-10.25,0.0,14.37,4097,-6.62,1,NELLA_NORMA
SRQ,WN,1039,10.46,4.88,4.04,14.37,4097,-3.91,2,NELLA_NORMA
SRQ,G4,641,10.47,6.4,2.96,14.37,4097,-3.9,3,NELLA_NORMA
SRQ,UA,470,10.71,4.98,3.19,14.37,4097,-3.66,4,NELLA_NORMA
SRQ,YX,57,10.72,15.39,5.26,14.37,4097,-3.65,5,NELLA_NORMA
SRQ,B6,190,12.37,8.17,1.58,14.37,4097,-2.0,6,NELLA_NORMA
SRQ,DL,749,14.33,9.71,3.34,14.37,4097,-0.04,7,NELLA_NORMA
SRQ,OH,94,15.11,12.87,3.19,14.37,4097,0.74,8,NELLA_NORMA
SRQ,AA,685,21.25,18.08,2.19,14.37,4097,6.88,9,NELLA_NORMA
SRQ,F9,156,33.48,33.32,5.13,14.37,4097,19.11,10,ANOMALO_PEGGIORE
SRQ,OO,12,108.08,104.67,0.0,14.37,4097,93.71,11,ANOMALO_PEGGIORE
STC,G4,34,10.03,-0.55,2.94,10.03,34,0.0,1,NELLA_NORMA
STL,YX,510,6.14,-0.25,1.57,12.56,16411,-6.42,1,NELLA_NORMA
STL,AS,188,6.34,1.9,1.06,12.56,16411,-6.22,2,NELLA_NORMA
STL,9E,359,7.74,0.21,3.9,12.56,16411,-4.82,3,NELLA_NORMA
STL,DL,1439,8.52,2.3,0.69,12.56,16411,-4.04,4,NELLA_NORMA
STL,WN,10317,11.7,5.39,0.79,12.56,16411,-0.86,5,NELLA_NORMA
STL,UA,727,14.42,10.77,1.38,12.56,16411,1.86,6,NELLA_NORMA
STL,MQ,469,14.51,9.83,1.49,12.56,16411,1.95,7,NELLA_NORMA
STL,AA,1765,15.88,13.59,1.25,12.56,16411,3.32,8,NELLA_NORMA
STL,F9,297,28.82,21.41,2.36,12.56,16411,16.26,9,ANOMALO_PEGGIORE
STL,OO,129,32.65,26.03,1.55,12.56,16411,20.09,10,ANOMALO_PEGGIORE
STL,OH,100,36.48,35.28,2.0,12.56,16411,23.92,11,ANOMALO_PEGGIORE
STL,NK,111,40.61,32.77,2.7,12.56,16411,28.05,12,ANOMALO_PEGGIORE
STS,OO,710,7.24,8.69,0.56,8.74,896,-1.5,1,NELLA_NORMA
STS,MQ,70,7.73,5.61,0.0,8.74,896,-1.01,2,NELLA_NORMA
STS,AS,71,8.99,8.06,1.41,8.74,896,0.25,3,NELLA_NORMA
STS,AA,45,33.42,33.0,0.0,8.74,896,24.68,4,ANOMALO_PEGGIORE
STT,F9,14,7.57,18.14,0.0,18.11,1406,-10.54,1,NELLA_NORMA
STT,UA,210,11.71,7.53,1.43,18.11,1406,-6.4,2,NELLA_NORMA
STT,B6,182,13.36,10.55,1.65,18.11,1406,-4.75,3,NELLA_NORMA
STT,NK,276,16.88,10.15,1.09,18.11,1406,-1.23,4,NELLA_NORMA
STT,DL,212,18.76,13.85,0.0,18.11,1406,0.65,5,NELLA_NORMA
STT,AA,512,23.1,19.5,1.37,18.11,1406,4.99,6,NELLA_NORMA
STX,F9,8,0.38,11.63,0.0,23.52,311,-23.14,1,ANOMALO_MIGLIORE
STX,DL,34,3.71,0.79,0.0,23.52,311,-19.81,2,ANOMALO_MIGLIORE
STX,B6,7,18.0,21.86,0.0,23.52,311,-5.52,3,NELLA_NORMA
STX,NK,67,21.92,20.3,4.48,23.52,311,-1.6,4,NELLA_NORMA
STX,AA,195,28.65,27.89,0.0,23.52,311,5.13,5,NELLA_NORMA
SUN,OO,507,11.81,7.8,1.58,11.81,507,0.0,1,NELLA_NORMA
SUX,OO,195,18.77,15.51,1.54,18.77,195,0.0,1,NELLA_NORMA
SWF,G4,109,23.12,15.89,0.92,23.12,109,0.0,1,NELLA_NORMA
SWO,OO,148,4.13,0.68,4.05,5.69,196,-1.56,1,NELLA_NORMA
SWO,MQ,48,10.29,5.46,0.0,5.69,196,4.6,2,NELLA_NORMA
SYR,YX,395,4.56,-3.69,1.77,10.75,3397,-6.19,1,NELLA_NORMA
SYR,MQ,207,4.72,0.15,0.97,10.75,3397,-6.03,2,NELLA_NORMA
SYR,9E,534,5.54,-3.27,3.37,10.75,3397,-5.21,3,NELLA_NORMA
SYR,UA,262,5.64,0.88,1.15,10.75,3397,-5.11,4,NELLA_NORMA
SYR,DL,318,6.91,-3.37,0.94,10.75,3397,-3.84,5,NELLA_NORMA
SYR,WN,220,11.32,3.39,0.0,10.75,3397,0.57,6,NELLA_NORMA
SYR,F9,119,12.18,4.74,4.2,10.75,3397,1.43,7,NELLA_NORMA
SYR,AA,411,14.36,9.33,1.22,10.75,3397,3.61,8,NELLA_NORMA
SYR,B6,351,15.05,10.57,2.28,10.75,3397,4.3,9,NELLA_NORMA
SYR,OO,288,15.95,10.31,1.74,10.75,3397,5.2,10,NELLA_NORMA
SYR,G4,182,24.29,15.4,2.2,10.75,3397,13.54,11,NELLA_NORMA
SYR,OH,110,26.97,25.38,1.82,10.75,3397,16.22,12,ANOMALO_PEGGIORE
TLH,B6,75,-0.3,-6.53,2.67,9.0,1490,-9.3,1,NELLA_NORMA
TLH,DL,356,2.67,-3.69,0.56,9.0,1490,-6.33,2,NELLA_NORMA
TLH,OH,205,10.58,7.53,1.95,9.0,1490,1.58,3,NELLA_NORMA
TLH,MQ,690,11.25,10.06,1.45,9.0,1490,2.25,4,NELLA_NORMA
TLH,9E,155,13.09,12.39,3.23,9.0,1490,4.09,5,NELLA_NORMA
TLH,OO,1,36.0,47.0,0.0,9.0,1490,27.0,6,ANOMALO_PEGGIORE
TLH,YX,8,62.75,65.88,0.0,9.0,1490,53.75,7,ANOMALO_PEGGIORE
TOL,G4,94,11.89,5.98,0.0,11.89,94,0.0,1,NELLA_NORMA
TPA,YX,6,7.0,8.0,0.0,14.42,19643,-7.42,1,NELLA_NORMA
TPA,9E,1,7.0,1.0,0.0,14.42,19643,-7.42,1,NELLA_NORMA
TPA,NK,1485,7.71,4.33,3.03,14.42,19643,-6.71,3,NELLA_NORMA
TPA,UA,2192,12.34,7.79,3.28,14.42,19643,-2.08,4,NELLA_NORMA
TPA,WN,6036,12.71,7.56,2.04,14.42,19643,-1.71,5,NELLA_NORMA
TPA,DL,3211,14.03,8.46,1.87,14.42,19643,-0.39,6,NELLA_NORMA
TPA,F9,1658,16.58,12.69,2.65,14.42,19643,2.16,7,NELLA_NORMA
TPA,AA,3224,18.39,15.14,3.01,14.42,19643,3.97,8,NELLA_NORMA
TPA,MQ,310,18.71,16.61,2.58,14.42,19643,4.29,9,NELLA_NORMA
TPA,B6,1249,19.69,14.78,2.32,14.42,19643,5.27,10,NELLA_NORMA
TPA,AS,271,21.78,16.5,4.06,14.42,19643,7.36,11,NELLA_NORMA
TRI,9E,289,3.77,-3.78,1.04,8.6,571,-4.83,1,NELLA_NORMA
TRI,OH,57,6.71,-5.16,3.51,8.6,571,-1.89,2,NELLA_NORMA
TRI,DL,42,6.76,-4.45,0.0,8.6,571,-1.84,3,NELLA_NORMA
TRI,MQ,102,8.28,-0.77,0.0,8.6,571,-0.32,4,NELLA_NORMA
TRI,OO,36,20.49,11.49,2.78,8.6,571,11.89,5,NELLA_NORMA
TRI,G4,45,35.41,33.25,2.22,8.6,571,26.81,6,ANOMALO_PEGGIORE
TTN,F9,471,16.5,7.77,2.97,16.5,471,0.0,1,NELLA_NORMA
TUL,UA,134,-0.46,4.02,0.75,8.13,4384,-8.59,1,NELLA_NORMA
TUL,YX,164,0.04,-2.7,3.05,8.13,4384,-8.09,2,NELLA_NORMA
TUL,DL,338,0.43,-7.75,1.18,8.13,4384,-7.7,3,NELLA_NORMA
TUL,9E,71,3.82,-0.99,0.0,8.13,4384,-4.31,4,NELLA_NORMA
TUL,OO,951,5.21,1.24,0.74,8.13,4384,-2.92,5,NELLA_NORMA
TUL,MQ,430,5.73,2.14,0.93,8.13,4384,-2.4,6,NELLA_NORMA
TUL,WN,1389,7.49,1.32,0.72,8.13,4384,-0.64,7,NELLA_NORMA
TUL,OH,199,14.17,11.72,1.51,8.13,4384,6.04,8,NELLA_NORMA
TUL,AA,603,20.07,16.27,1.49,8.13,4384,11.94,9,NELLA_NORMA
TUL,G4,105,24.12,18.34,0.0,8.13,4384,15.99,10,ANOMALO_PEGGIORE
TUS,MQ,216,1.39,-1.76,0.0,8.63,4793,-7.24,1,NELLA_NORMA
TUS,AS,129,5.06,4.85,0.0,8.63,4793,-3.57,2,NELLA_NORMA
TUS,OO,1999,6.84,4.74,0.5,8.63,4793,-1.79,3,NELLA_NORMA
TUS,WN,1064,8.52,2.16,0.47,8.63,4793,-0.11,4,NELLA_NORMA
TUS,DL,304,10.92,2.14,0.99,8.63,4793,2.29,5,NELLA_NORMA
TUS,AA,806,12.77,9.56,0.99,8.63,4793,4.14,6,NELLA_NORMA
TUS,UA,275,14.9,7.63,1.45,8.63,4793,6.27,7,NELLA_NORMA
TVC,YX,101,3.28,1.94,0.99,16.42,1004,-13.14,1,NELLA_NORMA
TVC,9E,52,3.42,2.34,3.85,16.42,1004,-13.0,2,NELLA_NORMA
TVC,OH,36,4.25,0.39,0.0,16.42,1004,-12.17,3,NELLA_NORMA
TVC,MQ,161,6.16,1.3,0.0,16.42,1004,-10.26,4,NELLA_NORMA
TVC,DL,103,9.03,-0.56,1.94,16.42,1004,-7.39,5,NELLA_NORMA
TVC,UA,144,10.11,7.94,2.08,16.42,1004,-6.31,6,NELLA_NORMA
TVC,OO,300,25.72,24.45,1.0,16.42,1004,9.3,7,NELLA_NORMA
TVC,AA,26,31.27,29.38,0.0,16.42,1004,14.85,8,NELLA_NORMA
TVC,G4,81,48.54,41.2,2.47,16.42,1004,32.12,9,ANOMALO_PEGGIORE
TWF,OO,168,-3.95,-8.98,0.0,-3.95,168,0.0,1,NELLA_NORMA
TXK,MQ,116,10.82,9.31,1.72,12.9,190,-2.08,1,NELLA_NORMA
TXK,OO,74,16.35,11.96,6.76,12.9,190,3.45,2,NELLA_NORMA
TYR,OO,245,12.5,7.37,2.86,13.85,301,-1.35,1,NELLA_NORMA
TYR,MQ,56,19.63,14.86,0.0,13.85,301,5.78,2,NELLA_NORMA
TYS,9E,708,2.85,-5.17,2.26,9.13,4083,-6.28,1,NELLA_NORMA
TYS,YX,192,3.7,1.06,2.08,9.13,4083,-5.43,2,NELLA_NORMA
TYS,DL,383,5.32,-4.01,0.52,9.13,4083,-3.81,3,NELLA_NORMA
TYS,OO,402,6.55,-0.09,1.49,9.13,4083,-2.58,4,NELLA_NORMA
TYS,UA,90,6.59,-1.78,2.22,9.13,4083,-2.54,5,NELLA_NORMA
TYS,OH,900,10.84,7.86,1.56,9.13,4083,1.71,6,NELLA_NORMA
TYS,G4,708,11.81,6.79,0.99,9.13,4083,2.68,7,NELLA_NORMA
TYS,F9,73,11.94,6.89,2.74,9.13,4083,2.81,8,NELLA_NORMA
TYS,MQ,268,14.46,11.63,0.37,9.13,4083,5.33,9,NELLA_NORMA
TYS,AA,359,17.88,8.5,3.34,9.13,4083,8.75,10,NELLA_NORMA
USA,G4,184,23.39,18.33,2.17,23.39,184,0.0,1,NELLA_NORMA
VCT,OO,149,16.34,9.34,2.68,16.34,149,0.0,1,NELLA_NORMA
VEL,OO,5,203.8,201.0,0.0,203.8,5,0.0,1,NELLA_NORMA
VLD,9E,160,12.81,8.07,1.25,12.83,174,-0.02,1,NELLA_NORMA
VLD,OO,14,13.07,16.93,0.0,12.83,174,0.24,2,NELLA_NORMA
VPS,YX,19,-6.21,-11.47,0.0,12.52,2509,-18.73,1,ANOMALO_MIGLIORE
VPS,WN,531,9.28,3.53,0.19,12.52,2509,-3.24,2,NELLA_NORMA
VPS,G4,586,9.44,3.7,1.71,12.52,2509,-3.08,3,NELLA_NORMA
VPS,DL,627,9.65,2.86,1.12,12.52,2509,-2.87,4,NELLA_NORMA
VPS,OH,186,12.69,12.82,1.61,12.52,2509,0.17,5,NELLA_NORMA
VPS,MQ,98,14.41,10.33,2.04,12.52,2509,1.89,6,NELLA_NORMA
VPS,AA,456,24.34,22.82,1.75,12.52,2509,11.82,7,NELLA_NORMA
VPS,9E,6,33.67,42.67,0.0,12.52,2509,21.15,8,ANOMALO_PEGGIORE
WRG,AS,174,-2.22,-5.86,1.15,-2.22,174,0.0,1,NELLA_NORMA
WYS,OO,75,28.49,24.61,0.0,28.49,75,0.0,1,NELLA_NORMA
XNA,DL,138,1.76,-7.37,0.72,12.93,3468,-11.17,1,NELLA_NORMA
XNA,F9,55,3.84,1.31,0.0,12.93,3468,-9.09,2,NELLA_NORMA
XNA,YX,203,4.14,-0.92,1.97,12.93,3468,-8.79,3,NELLA_NORMA
XNA,9E,447,10.72,4.91,0.45,12.93,3468,-2.21,4,NELLA_NORMA
XNA,OH,64,11.76,6.52,1.56,12.93,3468,-1.17,5,NELLA_NORMA
XNA,MQ,1357,11.86,8.79,0.52,12.93,3468,-1.07,6,NELLA_NORMA
XNA,OO,612,12.07,7.63,0.65,12.93,3468,-0.86,7,NELLA_NORMA
XNA,UA,59,17.66,15.43,1.69,12.93,3468,4.73,8,NELLA_NORMA
XNA,AA,324,24.59,23.03,1.54,12.93,3468,11.66,9,NELLA_NORMA
XNA,G4,209,26.45,21.0,0.0,12.93,3468,13.52,10,NELLA_NORMA
XWA,OO,505,18.65,12.94,2.38,18.65,505,0.0,1,NELLA_NORMA
YAK,AS,168,1.83,-0.2,1.19,1.83,168,0.0,1,NELLA_NORMA
YUM,OO,282,1.42,-1.02,0.35,3.91,429,-2.49,1,NELLA_NORMA
YUM,MQ,147,8.68,6.28,0.0,3.91,429,4.77,2,NELLA_NORMA
